mol,sigma-p,sigma-m,p-Mulliken,m-Mulliken,p-xTB-Mulliken,m-xTB-Mulliken,p-NPA,m-NPA,p-MBS-Mulliken,m-MBS-Mulliken,p-Hirshfeld,m-Hirshfeld,p-Iterative Hirshfeld,m-Iterative Hirshfeld,p-ML-QMDESC Hirshfeld,m-ML-QMDESC Hirshfeld,p-CHELPG,m-CHELPG,p-MKUFF,m-MKUFF,p-HLYGAt,m-HLYGAt,p-APT,m-APT,p-CM5,m-CM5,p-xTB-CM5,m-xTB-CM5,p-Iterative CM5,m-Iterative CM5,p-NMR (GIAO),m-NMR (GIAO),p-NMR (CSGT),m-NMR (CSGT),p-NMR (IGAIM),m-NMR (IGAIM),p-NMR (ML-CASCADE),m-NMR (ML-CASCADE),p-NMR (ML-QMDESC),m-NMR (ML-QMDESC)
1,-0.17,-0.07,0.106749,0.10583100000000001,-0.0347,-0.02679,-0.21867,-0.19912,-0.109627,-0.103229,-0.046215,-0.041378,-0.10732,-0.0811795,-0.043533806,-0.038924202,-0.116113,-0.059868000000000005,-0.179692,-0.08406649999999999,-0.186817,-0.090044,-0.099783,-0.0144765,-0.102161,-0.0972225,-0.09065,-0.082635,-0.163266,-0.137024,53.0793,50.01525,50.8072,47.77335,50.8224,47.78845,126.09,128.35,69.81199646,66.87653351
2,-0.66,-0.16,0.101737,0.103036,-0.05504,-0.02303,-0.2552,-0.18305,-0.130991,-0.095029,-0.0635,-0.04136,-0.152201,-0.050984,-0.061818093,-0.039878063,-0.125126,-0.0662395,-0.160296,-0.1093005,-0.157922,-0.1312275,-0.269663,0.1134985,-0.119459,-0.096894,-0.111,-0.07856,-0.208161,-0.106518,61.8922,48.68115,59.5165,46.35635,59.5315,46.37125,117.67,129.52,77.92490387,66.29174805
3,-0.37,0.12,0.106661,0.109618,-0.05036,-0.021765,-0.24344,-0.183965,-0.122591,-0.094727,-0.056298,-0.037195,-0.139792,-0.043233999999999995,-0.054587409,-0.0355390815,-0.169902,-0.027167,-0.213204,-0.05984249999999999,-0.214206,-0.0719685,-0.203052,0.0742755,-0.112277,-0.0928605,-0.10634,-0.077435,-0.195771,-0.098899,59.1579,48.37795,56.8242,46.114450000000005,56.839,46.129149999999996,120.99,129.94,75.9250412,65.64602661
4,0.06,0.34,0.113742,0.11815,-0.03944,-0.02065,-0.2257,-0.18702,-0.111044,-0.094942,-0.045683,-0.032018,-0.120191,-0.0428865,-0.042534225,-0.031196605,-0.159784,-0.0229235,-0.219863,-0.044588,-0.20919,-0.0709935,-0.120406,0.0247495,-0.101648,-0.087675,-0.09541,-0.0763,-0.176157,-0.098543,54.9841,48.0922,52.8199,45.94085,52.8343,45.9551,124.94,130.38,71.47977448,65.5269928
5,0.23,0.37,0.114894,0.115807,-0.03458,-0.02074,-0.21404,-0.19108,-0.103836,-0.096403,-0.039424,-0.032251,-0.104209,-0.063194,-0.038502891,-0.031435154,-0.066737,-0.1029685,-0.06107,-0.20346350000000002,-0.087506,-0.2043605,-0.081785,-0.0037695000000000003,-0.095398,-0.088057,-0.09055,-0.07655,-0.160183,-0.119,52.7075,48.7352,50.725,46.6954,50.7396,46.7099,127.13,129.63,69.62817383,65.91110229
6,0.23,0.39,0.115494,0.116521,-0.03398,-0.02305,-0.21182,-0.19085,-0.101428,-0.096527,-0.037845,-0.031774,-0.101007,-0.065898,-0.036597636,-0.030102187500000002,-0.094015,-0.086525,-0.04018,-0.226858,-0.041125,-0.2581075,-0.073737,-0.00243,-0.093824,-0.087646,-0.08997,-0.07892,-0.156986,-0.12177,52.0055,48.64945,50.0442,46.59155,50.0574,46.60425,129.39,130.19,68.81111908,65.58060455
7,0.18,0.35,0.115617,0.116316,-0.03465,-0.02472,-0.20983,-0.19215,-0.102622,-0.09703149999999999,-0.036746,-0.032169,-0.097834,-0.070206,-0.035268806,-0.0299163925,-0.055681,-0.116981,0.038389,-0.3111585,0.054823,-0.3714905,-0.085671,-0.0053085,-0.092726,-0.088068,-0.09063,-0.08061,-0.153814,-0.126105,51.3446,48.624,49.398,46.513,49.4124,46.5272,131.42,131.37,68.30947876,65.81150055
8,-0.15,-0.07,0.1063678628644613,0.10530525992530876,-0.0340655532047924,-0.026968092690395448,-0.2179244938279368,-0.1999464181849406,-0.1096110820306915,-0.1035232689005903,-0.046184599334358,-0.0418214459733138,-0.1066853977280614,-0.0822431531250945,-0.042658553,-0.038340148,-0.0724639636990512,-0.08967125837984524,-0.1207616911281171,-0.1379539229629562,-0.1215279333545333,-0.13798807081915132,-0.095363617366191,-0.016769205817352598,-0.1021364425638339,-0.09768716425669775,-0.0900155532047924,-0.0828296817556789,-0.1626366096034326,-0.13810837140847845,53.07933200100135,49.98495032751177,50.64535229101031,47.68379699615779,50.66055229101032,47.69881542845255,125.96,128.57,69.61449432,66.93556213
9,-0.15,-0.04,0.106253,0.10499349999999999,-0.03287,-0.02732,-0.21724,-0.199705,-0.10915,-0.103618,-0.045935,-0.041656,-0.106315,-0.0833625,-0.042918291,-0.038846366,-0.125469,-0.043115,-0.204142,-0.055039500000000005,-0.202693,-0.067352,-0.093779,-0.0148745,-0.101887,-0.09753500000000001,-0.08883,-0.08319499999999999,-0.162266,-0.139241,52.5255,49.8802,50.0938,47.57925,50.109,47.594300000000004,126.33,128.905,69.68173981,66.94159698
10,-0.2,-0.1,0.105319,0.1041405,-0.03274,-0.02741,-0.21628,-0.199815,-0.108892,-0.1039755,-0.04608,-0.042337,-0.106377,-0.0849935,-0.042752918,-0.03991735,-0.105862,-0.0621555,-0.182671,-0.066603,-0.181458,-0.0797175,-0.099087,-0.012341999999999999,-0.102045,-0.0983165,-0.0887,-0.083395,-0.162343,-0.1409735,53.0466,50.4574,50.6399,48.10295,50.6552,48.117999999999995,126.4,128.625,69.21689606,66.68695831
11,-0.04,0.06,0.109909,0.1084175,-0.02929,-0.027155,-0.20636,-0.2022,-0.103897,-0.101948,-0.039706,-0.0392145,-0.093706,-0.08934049999999999,-0.036476217,-0.037154604,-0.124864,-0.0280035,-0.146035,-0.10392000000000001,-0.152816,-0.1155815,-0.084795,-0.03755,-0.095663,-0.095111,-0.08525,-0.08305,-0.149662,-0.1452365,50.4326,49.87825,48.0949,47.65105,48.11,47.6661,127.25,128.82999999999998,67.49449158,67.0765686
12,0.66,0.56,0.123238,0.1231665,-0.02042,-0.022805,-0.18276,-0.20192,-0.088054,-0.09621350000000001,-0.022579,-0.0283105,-0.067324,-0.0907745,-0.020362955,-0.027982550000000002,-0.06029,-0.0576065,-0.114585,-0.085031,-0.111784,-0.104189,0.018762,-0.0964235,-0.078527,-0.0842075,-0.07637,-0.078705,-0.123272,-0.1466715,46.4989,49.59365,44.3354,47.5212,44.3503,47.536,133.68,129.0,63.37157059,66.62623596
13,-0.11,-0.03,0.1081783918139182,0.1073925259279905,-0.0332138000731305,-0.02724096687362985,-0.2150083644431478,-0.20007939947541858,-0.1078978514701263,-0.10294844143416335,-0.0442522081410926,-0.0408643860425174,-0.1034196311357654,-0.08353862373133225,-0.042730819,-0.038684707,-0.0762035001070784,-0.08206777455212165,-0.1283041203107729,-0.100881300699478,-0.146182091463936,-0.09797013183266365,-0.0872692825902103,-0.02001329864245985,-0.1001954306845942,-0.09669405761550505,-0.0891543065571538,-0.0830686814740775,-0.1593628536792669,-0.13936829530431993,52.10164318818197,49.67978906791126,49.735134539189275,47.40025169108412,49.750269560802685,47.4152420451493,126.58,128.33,69.31287384,66.94517517
14,-0.7,-0.21,0.099773,0.10158700000000001,-0.0585,-0.022824999999999998,-0.25828,-0.18312499999999998,-0.133809,-0.09518,-0.065712,-0.0427785,-0.155749,-0.048327,-0.064094737,-0.04143529,-0.181649,-0.0273655,-0.254701,-0.0477065,-0.256979,-0.062157000000000004,-0.297256,0.1329125,-0.121673,-0.098342,-0.11447,-0.07838500000000001,-0.211709,-0.10389,62.6478,48.8184,60.1654,46.4183,60.1805,46.43325,117.58,129.36,78.83701324,66.505867
15,-0.83,-0.16,0.098596,0.10036600000000001,-0.06012,-0.022965,-0.25738,-0.18376,-0.134041,-0.0957195,-0.0659,-0.043942999999999996,-0.155191,-0.047521,-0.064537436,-0.042137347,-0.15051,-0.032294,-0.252486,-0.026351,-0.229688,-0.066523,-0.318108,0.145763,-0.121883,-0.099635,-0.1161,-0.078655,-0.211174,-0.1032125,63.2461,49.0721,60.8303,46.606700000000004,60.8455,46.621700000000004,116.88,129.72,79.11747742,65.58499146
16,0.0,0.0,0.1089244558821166,0.1082906879982934,-0.0310713717985343,-0.02720101943829295,-0.2097748254506664,-0.20261390491221076,-0.104988179429417,-0.10331678455403655,-0.0416462724822546,-0.04009108160778235,-0.0975286596979472,-0.0870709795278939,-0.039817151,-0.036898065,-0.1151343434337786,-0.04856968430608185,-0.1571514333558594,-0.08733034047882554,-0.1692582408271986,-0.0862883232359539,-0.067571405016188,-0.03315330335606275,-0.0975836937593122,-0.09592476454433005,-0.0870031455853581,-0.0830394673479529,-0.1534665643450816,-0.14290413474969427,50.90117999939167,50.07954455878058,48.57935265921746,47.843869647342785,48.59440099622514,47.858789381379566,127.76,128.4,68.60749054,67.18261719
17,-0.07,0.08,0.108915340325459,0.10822200595229335,-0.0305319580278441,-0.02685611783771125,-0.2117007903422205,-0.2006056584844087,-0.1057586781331686,-0.10264203183814925,-0.0423561130691588,-0.0398297889459914,-0.1000925361199506,-0.08564549419681315,-0.039871998,-0.037572198,-0.097480059333716,-0.06744537989225045,-0.1478085952306334,-0.10791432871814355,-0.138655707817776,-0.12248864378692734,-0.0757342232815734,-0.0237914280470752,-0.0983020322872794,-0.0956800138524086,-0.0864749814583118,-0.08270676255273196,-0.1560388249730349,-0.14149567958666226,51.084544068237406,49.84059445386144,48.72597884087182,47.59058711736872,48.7410728509856,47.60555928113848,127.68,128.695,68.73738098,67.3712616
18,0.42,0.35,0.120179,0.118955,-0.01135,-0.02486,-0.17478,-0.20971,-0.08578,-0.101072,-0.021957,-0.0329555,-0.057318,-0.101181,-0.021248847,-0.03105787,-0.056387,-0.06876750000000001,-0.128932,-0.0868,-0.127891,-0.0983925,0.047575,-0.1235615,-0.077859,-0.0888025,-0.06725,-0.08071500000000001,-0.11322,-0.15702850000000002,43.6223,49.572900000000004,41.3737,47.452200000000005,41.3886,47.467,135.17,128.76,61.63471603,66.35936737
19,0.5,0.38,0.116716,0.11522450000000001,-0.01463,-0.02614,-0.18132,-0.21033000000000002,-0.089509,-0.10294700000000001,-0.026532,-0.0359375,-0.064699,-0.10150200000000001,-0.024246763,-0.03350335,-0.063695,-0.084504,-0.086711,-0.13358350000000002,-0.093292,-0.139842,0.022216,-0.10564799999999999,-0.082464,-0.0918485,-0.07056,-0.08205499999999999,-0.120632,-0.157413,45.1434,50.2243,42.818,48.0153,42.8331,48.030249999999995,133.02,128.405,63.07999802,66.8074646
20,-0.27,0.12,0.104745,0.10778199999999999,-0.05182,-0.023010000000000003,-0.24237,-0.18636999999999998,-0.122852,-0.09628600000000001,-0.056966,-0.039226,-0.138643,-0.044633500000000007,-0.053028829,-0.037701108,-0.168729,-0.023893499999999998,-0.253459,-0.034688500000000004,-0.264,-0.045092,-0.204095,0.075093,-0.112957,-0.0949245,-0.10781,-0.078705,-0.194634,-0.100331,59.1769,48.73845,56.7767,46.4409,56.7918,46.4559,120.97,129.765,75.52555084,65.91811371
21,0.0,0.15,0.10777,0.1086695,-0.0438,-0.02388,-0.22853,-0.189925,-0.114409,-0.096807,-0.049006,-0.037793999999999994,-0.120416,-0.06896550000000001,-0.046758018,-0.036004722,-0.061599,-0.10500599999999999,-0.050478,-0.204075,-0.040324,-0.2494635,-0.166237,0.049142000000000005,-0.104987,-0.093615,-0.09978,-0.079705,-0.176397,-0.12478600000000001,56.1236,49.627250000000004,53.8881,47.4299,53.9031,47.4448,126.06,129.23000000000002,72.5196991,66.7740097
22,0.36,0.28,0.115078,0.113737,-0.02051,-0.02649,-0.19101,-0.20629,-0.093997,-0.1016195,-0.030766,-0.035759,-0.075744,-0.095459,-0.029547065,-0.033479027,-0.096275,-0.0503685,-0.136437,-0.0958015,-0.135681,-0.09968450000000001,-0.009168,-0.0762055,-0.086695,-0.09162400000000001,-0.07644,-0.082355,-0.131674,-0.15132400000000001,46.8932,50.237300000000005,44.6086,48.003299999999996,44.6235,48.018,131.77,128.21,64.80931854,67.23226929
23,-0.34,-0.04,0.1046262633401746,0.10674740541101345,-0.0473533758439131,-0.02376538487888455,-0.2417327457679725,-0.1860785314672091,-0.1226295962197211,-0.0951402935557869,-0.0563447288398628,-0.03898642067180065,-0.1373083280195108,-0.0543761460584155,-0.058592573,-0.037064951,-0.1785195786241902,-0.025396281287094848,-0.3153304002148062,0.0114649599432523,-0.2786427615429487,-0.039710786262544345,-0.2089256929283438,0.078734269145845,-0.112285946785653,-0.09453255207693345,-0.1032854057535634,-0.07931639983370965,-0.193249545965301,-0.10992227746354835,58.510198451526584,49.18113854132133,56.22643348528311,46.89385418313728,56.24124363483136,46.90860925791141,121.39,129.245,77.61692047,66.3717041
24,0.45,0.37,0.117977,0.116372,-0.01446,-0.02696,-0.17919,-0.21165,-0.08783,-0.102609,-0.024871,-0.034686,-0.061107,-0.100898,-0.023863014,-0.032964054,-0.063151,-0.08326700000000001,-0.131726,-0.08848600000000001,-0.134402,-0.09724949999999999,0.031989,-0.107824,-0.080793,-0.09054999999999999,-0.07038,-0.08282,-0.117029,-0.156762,44.5935,50.3117,42.3135,48.0862,42.3282,48.1008,133.5,128.91,62.17829895,67.08629608
25,0.32,0.29,0.116868,0.11661350000000001,-0.01973,-0.021945,-0.19184,-0.20259,-0.093622,-0.099105,-0.029627,-0.032951,-0.077157,-0.087992,-0.030096035,-0.031257212,-0.072127,-0.072818,-0.105269,-0.11291399999999999,-0.103854,-0.129383,-0.006008,-0.0675405,-0.085567,-0.088827,-0.07567,-0.07782,-0.133097,-0.14386749999999998,47.1378,49.7595,44.8839,47.68965,44.8985,47.70399999999999,130.1,128.93,66.11341858,66.55818176
26,0.78,0.71,0.125223,0.126163,-0.00883,-0.01892,-0.17318,-0.20239,-0.082676,-0.096279,-0.018145,-0.026576,-0.05926,-0.0873395,-0.015323892,-0.026181249,-0.061585,-0.059988,-0.17989,-0.028749,-0.1668,-0.0479745,0.063485,-0.121368,-0.074044,-0.082246,-0.06472,-0.07459,-0.115159,-0.1430095,43.2146,49.6431,41.1777,47.6509,41.1922,47.6652,130.1,127.94,60.66195679,66.30762482
27,0.72,0.6,0.122019,0.1218855,-0.01857,-0.02184,-0.1818,-0.20223,-0.087128,-0.0979055,-0.022997,-0.0293125,-0.0633,-0.0859015,-0.020170797,-0.025272416,-0.062521,-0.0751655,-0.096956,-0.12749549999999998,-0.101157,-0.1372305,0.024934,-0.0788285,-0.078932,-0.0851385,-0.0745,-0.07766500000000001,-0.119236,-0.141727,45.3399,49.59005,43.2065,47.445750000000004,43.2213,47.460350000000005,133.25,129.27,62.63116074,66.67307281
28,0.54,0.43,0.119427,0.11955,-0.01656,-0.02009,-0.18851,-0.20134,-0.090888,-0.097309,-0.026774,-0.0305465,-0.072155,-0.08283599999999999,-0.024871372,-0.0292721,-0.064061,-0.073872,-0.114925,-0.10330700000000001,-0.114886,-0.1194795,0.004668,-0.067037,-0.082719,-0.0864385,-0.07251,-0.075985,-0.1281,-0.138728,46.6269,49.7983,44.437,47.6577,44.4514,47.67185,131.94,128.97,64.39552307,66.60814667
29,0.6,0.53,0.1211962645010431,0.12110955786659186,-0.0187632390385952,-0.0222610598556628,-0.1858319229821248,-0.20122960427736597,-0.0890536810487656,-0.0977720192544688,-0.0251513378560421,-0.02996072733630195,-0.067481642539828,-0.0841595023387319,-0.024104264,-0.026392408,-0.0469577742256841,-0.09107395682223199,-0.1154350272164621,-0.10329497346280755,-0.1162547055768348,-0.11141571311759155,0.0082024524083717,-0.0663337670518554,-0.08108380198105,-0.08576291265842315,-0.0746962607693766,-0.07806431528835815,-0.1234144555782969,-0.13996153657431398,46.222377902931,49.580490711537095,44.02573809335489,47.40302021203297,44.04043809335489,47.41747021203297,131.85,129.09,63.58007813,66.72425842
30,0.42,0.36,0.1180469524470495,0.11604342794451605,-0.0191848594669099,-0.02850165035623495,-0.1841735354778586,-0.20866755274601625,-0.0892083860845254,-0.1013457169187167,-0.0262522910523966,-0.03383250879715035,-0.0609960367669035,-0.09252361203723605,-0.02673563,-0.031659056,-0.0407707083166756,-0.10286777062180386,-0.1011010110190248,-0.10863796335246825,-0.1044781997573515,-0.12235546829316304,0.0149494313331155,-0.0837190628060048,-0.0821409918658151,-0.0895764525839143,-0.0750848594669099,-0.08424408008968995,-0.116884737580322,-0.1482674950806637,45.822539236667865,50.49252458620511,43.54606035293429,48.293911300013804,43.560872501601565,48.30851737434743,132.09,128.62,63.35224533,66.89281464
31,-0.13,-0.06,0.1065136727353498,0.1051629357317379,-0.0337132792279909,-0.0270455194853272,-0.2175438246690745,-0.20055016560677175,-0.1093915409080812,-0.10383743573173795,-0.045915349345553,-0.04169707304221225,-0.1060433058418961,-0.0828621269651917,-0.043443885,-0.038793035,-0.0957588162035994,-0.07201416994235885,-0.1205702236883754,-0.1346056416049362,-0.1334687050010665,-0.126124920549083,-0.0944804732009949,-0.0165991353730475,-0.1018681909043792,-0.09756182726465015,-0.0896632792279908,-0.0829015032537245,-0.1619965025955756,-0.1387270587850562,52.91815492418972,50.03190296496152,50.47751349699331,47.700226764045034,50.49271349699332,47.715262283530365,125.81,128.34,69.74157715,66.97512054
32,-0.14,-0.11,0.1078534078541071,0.10680690816455905,-0.0330618491268947,-0.02645737656185925,-0.2144605274349645,-0.20042778742702386,-0.107530591524989,-0.10349994645700836,-0.0439928298020787,-0.0406389880325681,-0.1027617589755739,-0.0830039907331736,-0.040854502,-0.037966348,-0.1170069799006843,-0.053508589008046406,-0.1359856257246895,-0.1009665226731323,-0.1463684246351736,-0.10861215643624395,-0.0859247768115248,-0.0213558855483008,-0.0999446221963331,-0.0965002520605022,-0.0890072830422982,-0.0823173198292188,-0.1587138230655984,-0.13886525476110778,52.25011355374331,49.96109324950045,49.881612543271274,47.6795521893561,49.89671254327127,47.69456577414461,126.43,128.63,69.20054626,66.88057709
33,-0.12,-0.07,0.1065765432090351,0.1052434817788281,-0.0338660353823747,-0.0270568938528757,-0.2172567014518238,-0.20103959399851665,-0.109311424588497,-0.10422016851419319,-0.0458018553726653,-0.04160188133842625,-0.1058483268390533,-0.08348615644765695,-0.043163002,-0.038545135,-0.0849255893482841,-0.08817188484661845,-0.1709517246069987,-0.10454030968132949,-0.1786186502519857,-0.0973321227032295,-0.0929910971819027,-0.01595574518736435,-0.101764119680507,-0.0974999031874182,-0.0898286784607915,-0.08295218000970934,-0.1618107233008158,-0.1393846122196885,52.73900125554851,50.26451898297216,50.32308846414403,47.9263164311874,50.33831489492819,47.94137303888344,126.0,128.23,69.66362762,67.02809906
34,-0.12,-0.08,0.1061785621696746,0.10476503809712906,-0.0330458155743854,-0.02736145056113725,-0.2175571896268417,-0.1997506592898691,-0.1093292031809208,-0.10389702803326514,-0.0459907170803273,-0.0414963548864883,-0.1065941372601727,-0.08322102251568295,-0.042896554,-0.039126337,-0.1307954731678542,-0.0498869053636425,-0.186065704130822,-0.0806991025034199,-0.1824405550241361,-0.08801503731815065,-0.0944708083182975,-0.01190328905031015,-0.101950191010715,-0.0973968817989164,-0.0890058252527608,-0.08326402126192944,-0.1625538269340579,-0.13912165729985987,52.50033908543188,49.961781823197114,50.05210028312619,47.606930420512434,50.06737861199268,47.6219912076873,126.11,128.54500000000002,69.75535583,67.01560211
35,0.18,0.16,0.115565,0.115511,-0.02843,-0.02218,-0.20327,-0.193775,-0.099459,-0.09771250000000001,-0.03469,-0.0330675,-0.091614,-0.077627,-0.033711597,-0.031677067,-0.099381,-0.0488995,-0.181955,-0.0528825,-0.18999,-0.050157999999999994,-0.05024,-0.0352775,-0.090654,-0.088952,-0.0844,-0.078065,-0.147579,-0.1335115,50.0462,48.815650000000005,47.7511,46.612449999999995,47.766,46.6272,127.59,128.87,67.56044769,65.78258514
36,0.01,0.0,0.1073509994053372,0.10624300856845084,-0.0331548155941449,-0.027953611581250447,-0.2121651857781538,-0.2032462958727473,-0.1064816484166782,-0.10505754702776535,-0.043426778255541,-0.04136751885227505,-0.1001680559392909,-0.0871459350805686,-0.040266529,-0.038705822,-0.1046236845491245,-0.08523679160654205,-0.1214471820850265,-0.1499976267956471,-0.1340611937784767,-0.14343163125561795,-0.0715555360349201,-0.0309288915521648,-0.0993689819482324,-0.0972100002744597,-0.0890957415115999,-0.0838041670859801,-0.1561102596319823,-0.14298841650275315,51.332649764422065,50.38046533714092,48.93281830792997,48.048023631973656,48.94802756710452,48.0630328911482,126.95,128.405,68.58542633,67.4653244
37,-0.61,-0.24,0.0994823753571068,0.1012017609514856,-0.0585242359807188,-0.02285205541044145,-0.2587549595951943,-0.18324436114055476,-0.1341237389873139,-0.09539156929365206,-0.0660747872282789,-0.043018034874697145,-0.1562547790249169,-0.0485570037071391,-0.065191969,-0.041334428,-0.1614575872303869,-0.041734894546441505,-0.2497089933878493,-0.0558280325282632,-0.2497577087442842,-0.0685007296550048,-0.3002611898622035,0.13499263171730796,-0.1220366031344637,-0.0985882556049785,-0.1144942359807189,-0.0784265951759035,-0.2122165949311018,-0.10412706491983001,62.713895114703064,48.76431538989422,60.220768308726896,46.39195632192616,60.23589100755421,46.40699497251251,117.85,128.865,79.05809021,66.55979919
38,0.01,0.08,0.1093123290190578,0.10803101802161524,-0.0297629778401121,-0.02680348974507045,-0.2057505917003544,-0.20435004679481905,-0.1027036105601846,-0.10385016244699274,-0.0395277231251545,-0.039612957685009456,-0.0924888183384206,-0.08981335022522915,-0.038755819,-0.036871053,-0.0600055892616099,-0.0895121033083072,-0.116876115092815,-0.10977278983746765,-0.1249156895206685,-0.10409002235293591,-0.0506529208349138,-0.04843573846712425,-0.0954622603481559,-0.09546165776751085,-0.0856994922201137,-0.08265326131507289,-0.148422681280422,-0.14566188744823055,50.379262927811226,50.285735861727595,47.9939109664219,48.03205608332648,48.00897611022192,48.04708865522649,127.6,128.385,68.01592255,66.79701996
39,0.48,0.38,0.1160456339592401,0.1144460210973777,-0.0151202464713939,-0.02626479135761305,-0.1823207394141819,-0.21029238163864075,-0.0900513621412895,-0.10315842032594595,-0.0272614968422582,-0.036322410693839846,-0.0659588514177463,-0.1009066200356439,-0.023951802,-0.034009844,-0.0449283882287205,-0.1026889026410317,-0.0598535051074768,-0.1633283635712168,-0.078316480969781,-0.16459743026374102,0.0191138998433628,-0.1049727085577643,-0.0831882596532617,-0.09223215264060464,-0.0710515178230664,-0.08217733406095801,-0.1218854870935826,-0.15681673484724146,45.32273445936734,50.1962134976419,42.9595422667701,48.02148131224611,42.9746422667701,48.03648131224612,133.59,128.135,62.27362061,67.03720856
40,-0.24,0.1,0.1040988602417686,0.10689573385774956,-0.0524182151734233,-0.02321642808722365,-0.243233918483826,-0.18679482558466365,-0.1235025316066139,-0.0966861617190109,-0.057706780533293,-0.039804964326064646,-0.1395647010507797,-0.0447800049711705,-0.053189293,-0.037644211,-0.161586149529725,-0.0332870914739446,-0.2505969731082854,-0.04085029006779705,-0.2451760551899154,-0.06395327672114226,-0.2086463629252085,0.07714484186827811,-0.1136933162072283,-0.0955071426957412,-0.1083992865212939,-0.07891910645690015,-0.195550236724715,-0.10048134404302761,59.37726057509056,48.769843701273444,56.98154653147873,46.492668853797994,56.996746531478735,46.507674210537346,121.13,129.64,75.26522064,65.92629242
41,-0.45,0.1,0.1033643376290455,0.1061574633849867,-0.052751932247928,-0.02343074426761725,-0.2448411703015313,-0.18662582582190795,-0.1243932944016289,-0.0968840087818052,-0.0587227409621992,-0.04021417297822215,-0.1415167603559741,-0.0448353884991166,-0.054685358,-0.037491266,-0.1665452996523802,-0.0329526283726966,-0.2265682180965222,-0.06350415135902815,-0.2189244381242719,-0.07354566162470735,-0.2144151879959838,0.08276237562686956,-0.1147135183090739,-0.09594268689404245,-0.108741723510623,-0.0791557442676173,-0.1975075377028488,-0.10056389893598186,59.866171256725245,48.68822142673584,57.52947952638286,46.401854590880944,57.54477883059184,46.416953895089925,121.5,129.6,75.46920013,66.08959961
42,0.07,0.06,0.11398,0.1137055,-0.03259,-0.02602,-0.21162,-0.199545,-0.105909,-0.10309299999999999,-0.040808,-0.038253999999999996,-0.099726,-0.0842935,-0.039074469,-0.035510473,-0.095338,-0.07391,-0.180958,-0.06571450000000001,-0.203712,-0.0573635,-0.070472,-0.0256865,-0.096791,-0.094169,-0.08858,-0.08193500000000001,-0.155709,-0.140208,51.3557,49.2441,49.0169,46.9851,49.0319,46.9999,127.41,128.74,68.82876587,66.14565277
43,0.36,0.35,0.113942324408667,0.11249903254293506,-0.0219226555035051,-0.02671511064597935,-0.1938040092896057,-0.20581104137392353,-0.095526500599134,-0.1018570602488259,-0.0324561842818047,-0.03646441459699325,-0.0790916809757865,-0.0935261314734578,-0.031193711,-0.03402178,-0.099435753206445,-0.055362627760547,-0.0902397579718968,-0.14609524477980707,-0.1168833210379614,-0.12592991492805664,-0.0213606352380933,-0.0694059461339018,-0.0883921894886743,-0.09232792956674345,-0.0778526685206791,-0.0825751301717404,-0.1350286848809387,-0.14938964579234926,47.51138023906731,50.23084981732832,45.17574821681915,48.023553541274595,45.19084795647567,48.03845321584524,131.22,128.33999999999997,65.1461792,67.42221832
